DAL,1,home,SunE,0
DAL,1,home,SunL,0
DAL,1,home,SunN,0
DAL,1,home,MonN1,0
DAL,1,home,MonN2,0
NYG,1,home,SunN,1
NYG,1,home,MonN1,1
NYG,1,home,MonN2,1
PHI,1,home,ThurN,0
PHI,1,home,SunE,0
PHI,1,home,SunL,0
PHI,1,home,SunN,0
PHI,1,home,MonN1,0
PHI,1,home,MonN2,0
TB,1,away,ThurN,1
TB,1,away,SunE,1
TB,1,away,SunL,1
TB,1,away,SunN,1
TB,1,away,MonN1,1
TB,1,away,MonN2,1
STL,1,home,MonN1,0
STL,1,home,MonN2,0
SEA,1,home,SunE,0
SEA,1,home,SunL,0
SEA,1,home,SunN,0
MIA,1,home,ThurN,0
MIA,1,home,SunE,0
MIA,1,home,SunL,0
MIA,1,home,SunN,0
MIA,1,home,MonN1,0
MIA,1,home,MonN2,0
NE,1,home,SunE,0
NE,1,home,SunL,0
NE,1,home,SunN,0
NYJ,1,home,SunN,1
NYJ,1,home,MonN1,1
NYJ,1,home,MonN2,1
BAL,1,home,SunE,0
BAL,1,home,SunL,0
BAL,1,home,SunN,0
BAL,1,home,MonN1,0
BAL,1,home,MonN2,0
CIN,1,home,ThurN,0
CIN,1,home,SunE,0
CIN,1,home,SunL,0
CIN,1,home,SunN,0
CIN,1,home,MonN1,0
CIN,1,home,MonN2,0
CLE,1,home,SunE,0
CLE,1,home,SunL,0
CLE,1,home,SunN,0
PIT,1,home,ThurN,0
PIT,1,home,SunE,0
PIT,1,home,SunL,0
PIT,1,home,SunN,0
DAL,2,home,ThurN,0
DAL,2,home,SunE,0
DAL,2,home,SunL,0
DAL,2,home,SunN,0
CHI,2,home,ThurN,1
CHI,2,home,SunE,1
CHI,2,home,SunL,1
CHI,2,home,SunN,1
CHI,2,home,MonN1,1
DET,2,home,SunE,0
DET,2,home,SunL,0
DET,2,home,SunN,0
DET,2,home,MonN1,0
NO,2,home,ThurN,0
STL,2,home,ThurN,0
STL,2,home,SunE,0
STL,2,home,SunL,0
STL,2,home,SunN,0
STL,2,home,MonN1,0
SF,2,home,ThurN,0
SF,2,home,SunE,0
SF,2,home,SunL,0
SF,2,home,SunN,0
SF,2,home,MonN1,0
MIA,2,home,ThurN,0
MIA,2,home,SunE,0
MIA,2,home,SunL,0
MIA,2,home,SunN,0
MIA,2,home,MonN1,0
PIT,2,home,ThurN,0
HOU,2,home,ThurN,0
HOU,2,home,SunE,0
HOU,2,home,SunL,0
HOU,2,home,SunN,0
HOU,2,home,MonN1,0
DEN,2,home,SunE,0
DEN,2,home,SunL,0
DEN,2,home,SunN,0
DAL,3,home,MonN1,0
PHI,3,home,SunE,0
PHI,3,home,SunL,0
PHI,3,home,SunN,0
PHI,3,home,MonN1,0
DET,3,home,SunE,0
DET,3,home,SunL,0
DET,3,home,SunN,0
ATL,3,home,ThurN,1
ATL,3,home,SunE,1
ATL,3,home,SunL,1
ATL,3,home,SunN,1
ATL,3,home,MonN1,1
SEA,3,home,MonN1,0
MIA,3,away,ThurN,0
MIA,3,away,SunE,0
MIA,3,away,SunL,0
MIA,3,away,SunN,0
MIA,3,away,MonN1,0
NYJ,3,away,ThurN,0
NYJ,3,away,SunE,0
NYJ,3,away,SunL,0
NYJ,3,away,SunN,0
NYJ,3,away,MonN1,0
BAL,3,away,MonN1,0
CIN,3,away,ThurN,0
CIN,3,away,SunE,0
CIN,3,away,SunL,0
CIN,3,away,SunN,0
PIT,3,away,MonN1,0
IND,3,home,ThurN,0
IND,3,home,SunE,0
IND,3,home,SunL,0
IND,3,home,SunN,0
IND,3,home,MonN1,0
KC,3,home,ThurN,0
KC,3,home,SunE,0
KC,3,home,SunL,0
KC,3,home,SunN,0
OAK,3,home,ThurN,0
OAK,3,home,SunE,0
OAK,3,home,SunL,0
OAK,3,home,SunN,0
SD,3,home,ThurN,0
SD,3,home,SunE,0
SD,3,home,SunL,0
SD,3,home,SunN,0
DAL,4,home,ThurN,0
DAL,4,home,SunE,0
DAL,4,home,SunL,0
DAL,4,home,SunN,0
PHI,4,home,SunN,0
PHI,4,home,MonN1,0
SEA,4,home,SunE,0
SEA,4,home,SunL,0
SEA,4,home,SunN,0
MIA,4,home,ThurN,0
MIA,4,home,SunL,0
MIA,4,home,SunN,0
MIA,4,home,MonN1,0
MIA,4,away,ThurN,0
MIA,4,away,SunL,0
MIA,4,away,SunN,0
MIA,4,away,MonN1,0
NYJ,4,home,ThurN,0
NYJ,4,home,SunL,0
NYJ,4,home,SunN,0
NYJ,4,home,MonN1,0
NYJ,4,away,ThurN,0
NYJ,4,away,SunL,0
NYJ,4,away,SunN,0
NYJ,4,away,MonN1,0
BAL,4,home,ThurN,0
BAL,4,home,SunE,0
BAL,4,home,SunL,0
BAL,4,home,SunN,0
CIN,4,home,ThurN,0
PIT,4,home,SunE,0
PIT,4,home,SunL,0
PIT,4,home,SunN,0
KC,4,home,ThurN,0
KC,4,home,SunE,0
KC,4,home,SunL,0
KC,4,home,SunN,0
KC,4,home,MonN1,0
DAL,5,home,ThurN,1
DAL,5,home,SunE,1
DAL,5,home,SunL,1
DAL,5,home,SunN,1
DAL,5,home,MonN1,1
PHI,5,home,ThurN,1
PHI,5,home,SunE,1
PHI,5,home,SunL,1
PHI,5,home,SunN,1
PHI,5,home,MonN1,1
CHI,5,home,ThurN,0
CHI,5,home,SunE,0
CHI,5,home,SunL,0
CHI,5,home,SunN,0
CHI,5,home,MonN1,0
DET,5,home,ThurN,1
DET,5,home,SunE,1
DET,5,home,SunL,1
DET,5,home,SunN,1
DET,5,home,MonN1,1
CAR,5,home,ThurN,1
CAR,5,home,SunE,1
CAR,5,home,SunL,1
CAR,5,home,SunN,1
CAR,5,home,MonN1,1
STL,5,home,ThurN,0
STL,5,home,SunE,0
STL,5,home,SunL,0
STL,5,home,SunN,0
STL,5,home,MonN1,0
SF,5,home,ThurN,0
SF,5,home,SunE,0
SF,5,home,SunL,0
SF,5,home,SunN,0
SF,5,home,MonN1,0
SEA,5,home,ThurN,0
SEA,5,home,SunE,0
SEA,5,home,SunL,0
SEA,5,home,SunN,0
SEA,5,home,MonN1,0
MIA,5,home,Bye,0
NYJ,5,home,Bye,0
BAL,5,home,ThurN,1
BAL,5,home,SunE,1
BAL,5,home,SunL,1
BAL,5,home,SunN,1
BAL,5,home,MonN1,1
CIN,5,home,ThurN,1
CIN,5,home,SunE,1
CIN,5,home,SunL,1
CIN,5,home,SunN,1
CIN,5,home,MonN1,1
PIT,5,home,ThurN,0
PIT,5,home,SunE,0
PIT,5,home,SunL,0
PIT,5,home,SunN,0
PIT,5,home,MonN1,0
KC,5,home,ThurN,1
KC,5,home,SunE,1
KC,5,home,SunL,1
KC,5,home,SunN,1
KC,5,home,MonN1,1
OAK,5,home,ThurN,1
OAK,5,home,SunE,1
OAK,5,home,SunL,1
OAK,5,home,SunN,1
OAK,5,home,MonN1,1
SD,5,home,ThurN,1
SD,5,home,SunE,1
SD,5,home,SunL,1
SD,5,home,SunN,1
SD,5,home,MonN1,1
DAL,6,home,ThurN,0
DAL,6,home,SunE,0
DAL,6,home,SunL,0
DAL,6,home,SunN,0
DAL,6,home,MonN1,1
PHI,6,home,ThurN,1
PHI,6,home,SunE,1
PHI,6,home,SunL,1
PHI,6,home,SunN,1
PHI,6,home,MonN1,1
DET,6,home,ThurN,1
DET,6,home,SunE,1
DET,6,home,SunL,1
DET,6,home,SunN,1
DET,6,home,MonN1,1
STL,6,home,ThurN,0
STL,6,home,SunE,0
STL,6,home,SunL,0
STL,6,home,SunN,0
STL,6,home,MonN1,0
SEA,6,home,ThurN,1
SEA,6,home,SunE,1
SEA,6,home,SunL,1
SEA,6,home,SunN,1
SEA,6,home,MonN1,1
BAL,6,home,ThurN,1
BAL,6,home,SunE,1
BAL,6,home,SunL,1
BAL,6,home,SunN,1
BAL,6,home,MonN1,1
CIN,6,home,ThurN,1
CIN,6,home,SunE,1
CIN,6,home,SunL,1
CIN,6,home,SunN,1
CIN,6,home,MonN1,1
PIT,6,home,ThurN,1
PIT,6,home,SunE,1
PIT,6,home,SunL,1
PIT,6,home,SunN,1
PIT,6,home,MonN1,1
JAX,6,home,ThurN,0
JAX,6,home,SunE,0
JAX,6,home,SunL,0
JAX,6,home,SunN,0
JAX,6,home,MonN1,0
KC,6,home,ThurN,1
KC,6,home,SunE,1
KC,6,home,SunL,1
KC,6,home,SunN,1
KC,6,home,MonN1,1
OAK,6,home,ThurN,1
OAK,6,home,SunE,1
OAK,6,home,SunL,1
OAK,6,home,SunN,1
OAK,6,home,MonN1,1
DAL,7,home,ThurN,1
DAL,7,home,SunE,1
DAL,7,home,SunL,1
DAL,7,home,SunN,1
DAL,7,home,MonN1,1
PHI,7,home,ThurN,1
PHI,7,home,SunE,1
PHI,7,home,SunL,1
PHI,7,home,SunN,1
PHI,7,home,MonN1,1
DET,7,home,ThurN,1
DET,7,home,SunE,1
DET,7,home,SunL,1
DET,7,home,SunN,1
DET,7,home,MonN1,1
ATL,7,home,ThurN,0
ATL,7,home,SunE,0
ATL,7,home,SunL,0
ATL,7,home,SunN,0
SEA,7,home,ThurN,0
SEA,7,home,SunE,0
SEA,7,home,SunL,0
SEA,7,home,SunN,0
SEA,7,home,MonN1,0
BUF,7,home,ThurN,0
BUF,7,home,SunL,0
BUF,7,home,SunN,0
BUF,7,home,MonN1,0
BUF,7,home,ThurN,0
BUF,7,home,SunL,0
BUF,7,home,SunN,0
BUF,7,home,MonN1,0
BAL,7,home,ThurN,0
BAL,7,home,SunE,0
BAL,7,home,SunL,0
BAL,7,home,SunN,0
BAL,7,home,MonN1,0
CIN,7,home,ThurN,0
CIN,7,home,SunE,0
CIN,7,home,SunL,0
CIN,7,home,SunN,0
CIN,7,home,MonN1,0
PIT,7,home,ThurN,0
PIT,7,home,SunE,0
PIT,7,home,SunL,0
PIT,7,home,SunN,0
PIT,7,home,MonN1,0
HOU,7,home,ThurN,0
HOU,7,home,SunE,0
HOU,7,home,SunL,0
HOU,7,home,SunN,0
HOU,7,home,MonN1,0
IND,7,home,ThurN,0
JAX,7,home,ThurN,0
JAX,7,home,SunL,0
JAX,7,home,SunN,0
JAX,7,home,MonN1,0
JAX,7,home,ThurN,0
JAX,7,home,SunL,0
JAX,7,home,SunN,0
JAX,7,home,MonN1,0
KC,7,home,ThurN,0
KC,7,home,SunE,0
KC,7,home,SunL,0
KC,7,home,SunN,0
KC,7,home,MonN1,0
OAK,7,home,ThurN,0
OAK,7,home,SunE,0
OAK,7,home,SunL,0
OAK,7,home,SunN,0
OAK,7,home,MonN1,0
DAL,8,home,ThurN,1
DAL,8,home,SunE,1
DAL,8,home,SunL,1
DAL,8,home,SunN,1
DAL,8,home,MonN1,1
PHI,8,home,ThurN,1
PHI,8,home,SunE,1
PHI,8,home,SunL,1
PHI,8,home,SunN,1
PHI,8,home,MonN1,1
DET,8,home,ThurN,0
DET,8,home,SunL,0
DET,8,home,SunN,0
DET,8,home,MonN1,0
DET,8,home,ThurN,0
DET,8,home,SunL,0
DET,8,home,SunN,0
DET,8,home,MonN1,0
MIN,8,home,ThurN,0
MIN,8,home,SunE,0
MIN,8,home,SunL,0
MIN,8,home,SunN,0
MIN,8,home,MonN1,0
TB,8,home,ThurN,0
TB,8,home,SunE,0
TB,8,home,SunL,0
TB,8,home,SunN,0
TB,8,home,MonN1,1
SEA,8,home,ThurN,1
SEA,8,home,SunE,1
SEA,8,home,SunL,1
SEA,8,home,SunN,1
SEA,8,home,MonN1,1
BUF,8,home,Bye,0
BAL,8,home,ThurN,1
BAL,8,home,SunE,1
BAL,8,home,SunL,1
BAL,8,home,SunN,1
BAL,8,home,MonN1,1
CIN,8,home,ThurN,1
CIN,8,home,SunE,1
CIN,8,home,SunL,1
CIN,8,home,SunN,1
CIN,8,home,MonN1,1
PIT,8,home,ThurN,1
PIT,8,home,SunE,1
PIT,8,home,SunL,1
PIT,8,home,SunN,1
PIT,8,home,MonN1,1
IND,8,home,ThurN,0
JAX,8,home,Bye,0
KC,8,home,ThurN,0
KC,8,home,SunL,0
KC,8,home,SunN,0
KC,8,home,MonN1,0
KC,8,home,ThurN,0
KC,8,home,SunL,0
KC,8,home,SunN,0
KC,8,home,MonN1,0
OAK,8,home,ThurN,1
OAK,8,home,SunE,1
OAK,8,home,SunL,1
OAK,8,home,SunN,1
OAK,8,home,MonN1,1
DET,9,home,Bye,1
STL,9,home,ThurN,0
STL,9,home,SunL,0
STL,9,home,SunN,0
STL,9,home,MonN1,0
KC,9,home,Bye,0
MIN,10,home,ThurN,0
MIN,10,home,SunE,0
MIN,10,home,SunL,0
MIN,10,home,SunN,0
MIN,10,home,MonN1,0
MIN,10,home,SunE,0
MIN,10,home,SunL,0
MIN,10,home,SunN,0
MIN,10,home,MonN1,0
MIN,10,home,ThurN,0
MIN,10,home,SunE,0
MIN,10,home,SunL,0
MIN,10,home,SunN,0
MIN,10,home,MonN1,0
MIN,10,home,SunE,0
MIN,10,home,SunL,0
MIN,10,home,SunN,0
MIN,10,home,MonN1,0
KC,10,home,SunE,0
KC,10,home,SunL,0
KC,10,home,SunN,0
DET,11,away,ThurN,1
DET,11,away,SunE,1
DET,11,away,SunL,1
DET,11,away,SunN,1
DET,11,away,MonN1,1
IND,11,home,ThurN,0
IND,11,home,SunE,0
IND,11,home,SunL,0
IND,11,home,SunN,0
IND,11,home,MonN1,0
SD,11,home,MonN1,0
CHI,12,home,ThurE,0
CHI,12,home,ThurL,0
CHI,12,home,ThurN,0
CHI,12,home,SunE,0
CHI,12,home,SunL,0
CHI,12,home,SunN,0
CHI,12,home,MonN1,0
MIN,12,home,ThurE,0
MIN,12,home,ThurL,0
MIN,12,home,ThurN,0
MIN,12,home,SunE,0
MIN,12,home,SunL,0
MIN,12,home,SunN,0
MIN,12,home,MonN1,0
NO,12,home,SunE,0
NO,12,home,SunL,0
NO,12,home,SunN,0
STL,12,home,ThurE,0
STL,12,home,ThurL,0
STL,12,home,ThurN,0
PIT,12,home,ThurE,0
PIT,12,home,ThurL,0
PIT,12,home,ThurN,0
PIT,12,home,SunE,0
PIT,12,home,SunL,0
PIT,12,home,SunN,0
PIT,12,home,MonN1,0
NO,13,home,ThurN,0
ATL,13,home,ThurN,0
ATL,13,home,SunE,0
ATL,13,home,SunL,0
ATL,13,home,SunN,0
ATL,13,home,MonN1,0
CAR,13,home,ThurN,0
CAR,13,home,SunE,0
CAR,13,home,SunL,0
CAR,13,home,SunN,0
CAR,13,home,MonN1,0
SF,13,home,ThurN,0
SF,13,home,SunE,0
SF,13,home,SunL,0
SF,13,home,SunN,0
SF,13,home,MonN1,0
SEA,13,home,ThurN,1
SEA,13,home,SunE,1
SEA,13,home,SunL,1
SEA,13,home,SunN,1
SEA,13,home,MonN1,1
NE,13,home,ThurN,1
NE,13,home,SunE,1
NE,13,home,SunL,1
NE,13,home,SunN,1
NE,13,home,MonN1,1
HOU,13,home,ThurN,0
HOU,13,home,SunE,0
HOU,13,home,SunL,0
HOU,13,home,SunN,0
HOU,13,home,MonN1,0
IND,13,home,ThurN,0
IND,13,home,SunE,0
IND,13,home,SunL,0
IND,13,home,SunN,0
IND,13,home,MonN1,0
DEN,13,home,ThurN,0
DEN,13,home,SunE,0
DEN,13,home,SunL,0
DEN,13,home,SunN,0
DEN,13,home,MonN1,0
PHI,14,home,ThurN,0
PHI,14,home,SunE,0
PHI,14,home,SunL,0
PHI,14,home,SunN,0
PHI,14,home,MonN1,0
NO,14,home,ThurN,0
NO,14,home,SunE,0
NO,14,home,SunL,0
NO,14,home,SunN,0
IND,14,home,ThurN,0
IND,14,home,SunE,0
IND,14,home,SunL,0
IND,14,home,SunN,0
IND,14,home,MonN1,0
ATL,15,home,SatN,0
NO,15,home,ThurN,0
DAL,16,home,SatN,0
CAR,16,home,ThurN,0
CAR,16,home,SatN,0
CAR,16,home,SunE,0
CAR,16,home,SunL,0
CAR,16,home,SunN,0
CAR,16,home,MonN1,0
STL,16,home,ThurN,0
STL,16,home,SatN,0
STL,16,home,SunE,0
STL,16,home,SunL,0
STL,16,home,SunN,0
STL,16,home,MonN1,0
SF,16,home,ThurN,0
SF,16,home,SatN,0
SF,16,home,SunE,0
SF,16,home,SunL,0
SF,16,home,SunN,0
SF,16,home,MonN1,0
MIA,16,home,ThurN,0
MIA,16,home,SatN,0
MIA,16,home,SunE,0
MIA,16,home,SunL,0
MIA,16,home,SunN,0
MIA,16,home,MonN1,0
NE,16,home,ThurN,0
NE,16,home,SatN,0
NE,16,home,SunE,0
NE,16,home,SunL,0
NE,16,home,SunN,0
NE,16,home,MonN1,0
PIT,16,home,ThurN,0
PIT,16,home,SatN,0
PIT,16,home,SunE,0
PIT,16,home,SunL,0
PIT,16,home,SunN,0
PIT,16,home,MonN1,0
DAL,17,away,SunE,1
DAL,17,away,SunL,1
DET,17,away,SunE,1
DET,17,away,SunL,1
TB,17,home,SunE,1
TB,17,home,SunL,1
ARI,17,home,SunE,1
ARI,17,home,SunL,1
STL,17,home,SunE,1
STL,17,home,SunL,1
NE,17,home,SunE,0
NE,17,home,SunL,0
JAX,17,home,SunE,0
JAX,17,home,SunL,0
